"ISSN","Título","Área de Avaliação","Estrato"
"0122-7238","REVISTA DE HISTORIA DE LA EDUCACION LATINOAMERICANA","EDUCAÇÃO                                          ","B5"
"1808-4001","REVISTA DE HISTÓRIA (RIO DE JANEIRO)","EDUCAÇÃO                                          ","B5"
"1981-383X","REVISTA DE HISTÓRIA COMPARADA (UFRJ)","EDUCAÇÃO                                          ","B5"
"1808-4001","REVISTA DE HISTÓRIA DA BIBLIOTECA NACIONAL","EDUCAÇÃO                                          ","B5"
"2447-6447","REVISTA DE HISTÓRIA DA EDUCAÇÃO MATEMÁTICA","EDUCAÇÃO                                          ","B5"
"2316-4379","REVISTA DE HISTÓRIA DA UEG","EDUCAÇÃO                                          ","C"
"2316-4379","REVISTA DE HISTÓRIA DA UEG QUIRINÓPOLIS","EDUCAÇÃO                                          ","C"
"1414-0055","REVISTA DE HISTÓRIA REGIONAL","EDUCAÇÃO                                          ","B1"
"1130-5029","REVISTA DE HUMANIDADES","EDUCAÇÃO                                          ","B2"
"1414-042X","REVISTA DE HUMANIDADES (UNIFOR)","EDUCAÇÃO                                          ","B4"
"1809-5585","REVISTA DE INFORMÁTICA APLICADA","EDUCAÇÃO                                          ","C"
"0121-4993","REVISTA DE INGENIERIA UNIVERSIDAD DE LOS ANDES","EDUCAÇÃO                                          ","B1"
"2317-4323","REVISTA DE INICIAÇÃO CIENTÍFICA DA ULBRA","EDUCAÇÃO                                          ","C"
"1806-8642","REVISTA DE INICIAÇÃO CIENTÍFICA DA ULBRA","EDUCAÇÃO                                          ","C"
"1010-2914","REVISTA DE INVESTIGACIÓN","EDUCAÇÃO                                          ","B2"
"0798-0329","REVISTA DE INVESTIGACIÓN (CARACAS)","EDUCAÇÃO                                          ","B2"
"1853-6484","REVISTA DE LA CARRERA DE SOCIOLOGÍA. ENTRAMADOS Y PERSPECTIVAS","EDUCAÇÃO                                          ","B4"
"0252-0257","REVISTA DE LA CEPAL (IMPRESA)","EDUCAÇÃO                                          ","B1"
"0185-2760","REVISTA DE LA EDUCACIÓN SUPERIOR","EDUCAÇÃO                                          ","B1"
"0121-3814","REVISTA DE LA FACULTAD DE CIENCIA Y TECNOLOGIA","EDUCAÇÃO                                          ","B4"
"2179-5282","REVISTA DE LETRAS","EDUCAÇÃO                                          ","B4"
"1983-8018","REVISTA DE LETRAS NORTE@MENTOS","EDUCAÇÃO                                          ","C"
"2316-218X","REVISTA DE LINGUAGEM DO CINEMA E DO AUDIOVISUAL","EDUCAÇÃO                                          ","C"
"2178-0382","REVISTA DE LOGÍSTICA DA FATEC-CARAPICUÍBA","EDUCAÇÃO                                          ","C"
"1980-3141","REVISTA DE MATEMÁTICA, ENSINO E CULTURA","EDUCAÇÃO                                          ","C"
"2175-5361","REVISTA DE PESQUISA: CUIDADO E FUNDAMENTAL (ONLINE)","EDUCAÇÃO                                          ","B5"
"1809-6107","REVISTA DE PESQUISA: CUIDADO É FUNDAMENTAL","EDUCAÇÃO                                          ","B5"
"0104-8740","REVISTA DE POLITICAS PUBLICAS (UFMA)","EDUCAÇÃO                                          ","B2"
"2178-2865","REVISTA DE POLITICAS PÚBLICAS DA UFMA","EDUCAÇÃO                                          ","B2"
"1413-4438","REVISTA DE PSICANÁLISE DA SOCIEDADE PSICANALÍTICA DE PORTO ALEGRE","EDUCAÇÃO                                          ","B5"
"1136-1034","REVISTA DE PSICODIDÁCTICA","EDUCAÇÃO                                          ","A2"
"2179-1740","REVISTA DE PSICOLOGIA (UFC)","EDUCAÇÃO                                          ","B3"
"1980-6906","REVISTA DE PSICOLOGIA : TEORIA E PRÁTICA (ONLINE)","EDUCAÇÃO                                          ","B1"
"1984-9044","REVISTA DE PSICOLOGIA DA UNESP","EDUCAÇÃO                                          ","C"
"2175-1390","REVISTA DE PSICOLOGIA POLÍTICA","EDUCAÇÃO                                          ","C"
"0254-9247","REVISTA DE PSICOLOGÍA (LIMA)","EDUCAÇÃO                                          ","B1"
"1132-239X","REVISTA DE PSICOLOGÍA DEL DEPORTE","EDUCAÇÃO                                          ","A2"
"1576-5962","REVISTA DE PSICOLOGÍA DEL TRABAJO Y DE LAS ORGANIZACIONES (1999)","EDUCAÇÃO                                          ","B1"
"0034-8910","REVISTA DE SAÚDE PÚBLICA (IMPRESSO)","EDUCAÇÃO                                          ","B1"
"0034-8910","REVISTA DE SAÚDE PÚBLICA (USP. IMPRESSO)","EDUCAÇÃO                                          ","B1"
"2175-1323","REVISTA DE SAÚDE PÚBLICA DE SANTA CATARINA","EDUCAÇÃO                                          ","C"
"1678-9873","REVISTA DE SOCIOLOGIA E POLÍTICA (ONLINE)","EDUCAÇÃO                                          ","A2"
"0104-4478","REVISTA DE SOCIOLOGIA E POLÍTICA (UFPR. IMPRESSO)","EDUCAÇÃO                                          ","A2"
"1679-5393","REVISTA DE TEOLOGIA E CIÊNCIAS DA RELIGIÃO DA UNICAP","EDUCAÇÃO                                          ","C"
"2175-5892","REVISTA DE TEORIA DA HISTÓRIA","EDUCAÇÃO                                          ","B2"
"1982-4955","REVISTA DE TERAPIA OCUPACIONAL DA BAHIANA (EBMSP)","EDUCAÇÃO                                          ","B5"
"1415-9104","REVISTA DE TERAPIA OCUPACIONAL DA UNIVERSIDADE DE SÃO PAULO","EDUCAÇÃO                                          ","B3"
"2238-6149","REVISTA DE TERAPIA OCUPACIONAL DA UNIVERSIDADE DE SÃO PAULO","EDUCAÇÃO                                          ","B3"
"2236-479X","REVISTA DEBATES","EDUCAÇÃO                                          ","B2"
"1982-5269","REVISTA DEBATES (UFRGS)","EDUCAÇÃO                                          ","B2"
"2447-6099","REVISTA DEBATES EM ENSINO DE QUÍMICA","EDUCAÇÃO                                          ","B5"
"1852-4648","REVISTA DEL CENTRO DE ESTUDIOS DE SOCIOLOGIA DEL TRABAJO","EDUCAÇÃO                                          ","C"
"0123-4986","REVISTA DEL DEPARTAMENTO DE TRABAJO SOCIAL","EDUCAÇÃO                                          ","C"
"2175-3180","REVISTA DESASSOSSEGO","EDUCAÇÃO                                          ","C"
"1677-9797","REVISTA DESEMPENHO","EDUCAÇÃO                                          ","C"
"2179-6807","REVISTA DESENVOLVIMENTO SOCIAL","EDUCAÇÃO                                          ","C"
"2316-4034","REVISTA DI@ALOGUS","EDUCAÇÃO                                          ","B5"
"2317-2010","REVISTA DIALECTUS","EDUCAÇÃO                                          ","B5"
"1809-3108","REVISTA DIDÁTICA SISTÊMICA","EDUCAÇÃO                                          ","B3"
"1678-765X","REVISTA DIGITAL DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO","EDUCAÇÃO                                          ","B3"
"2223-2516","REVISTA DIGITAL DE INVESTIGACIÓN EN DOCENCIA UNIVERSITARIA (RIDU)","EDUCAÇÃO                                          ","C"
"2007-1965","REVISTA DIGITAL DE INVESTIGACIÓN LASALIANA","EDUCAÇÃO                                          ","C"
"1853-3256","REVISTA DIGITAL DE POLITICAS LINGUISTICAS","EDUCAÇÃO                                          ","C"
"1983-7348","REVISTA DIGITAL DO LAV","EDUCAÇÃO                                          ","C"
"2446-5941","REVISTA DIGITAL SIMONSEN","EDUCAÇÃO                                          ","C"
"2237-0021","REVISTA DIREITO AMBIENTAL E SOCIEDADE","EDUCAÇÃO                                          ","C"
"2179-8966","REVISTA DIREITO E PRÁXIS","EDUCAÇÃO                                          ","C"
"2179-3212","REVISTA DIREITO E SOCIEDADE: REFLEXÕES CONTEMPORÂNEAS. DIREITOS HUMANOS, ESTADO E POLÍTICAS PÚBLICAS","EDUCAÇÃO                                          ","C"
"2317-5389","REVISTA DIREITOS HUMANOS E DEMOCRACIA","EDUCAÇÃO                                          ","C"
"1980-4148","REVISTA DISCENTE EXPRESSÕES GEOGRÁFICAS","EDUCAÇÃO                                          ","C"
"2176-2724","REVISTA DISTURBIOS DA COMUNICAÇÃO","EDUCAÇÃO                                          ","B2"
"2358-8853","REVISTA DIVERSIDADE E EDUCAÇÃO","EDUCAÇÃO                                          ","B5"
"2318-2016","REVISTA DIVERSITAS","EDUCAÇÃO                                          ","C"
"2238-9024","REVISTA DIÁLOGO","EDUCAÇÃO                                          ","B4"
"2316-1795","REVISTA DIÁLOGO DAS LETRAS","EDUCAÇÃO                                          ","B1"
"1981-416X","REVISTA DIÁLOGO EDUCACIONA","EDUCAÇÃO                                          ","A2"
"1981-416X","REVISTA DIÁLOGO EDUCACIONAL","EDUCAÇÃO                                          ","A2"
"1981-416X","REVISTA DIÁLOGO EDUCACIONAL (PUCPR)","EDUCAÇÃO                                          ","A2"
"1518-3483","REVISTA DIÁLOGO EDUCACIONAL (PUCPR. IMPRESSO)","EDUCAÇÃO                                          ","A2"
"2319-0825","REVISTA DIÁLOGOS (REVDIA)","EDUCAÇÃO                                          ","C"
"2316-2112","REVISTA DIÁLOGOS DO DIREITO","EDUCAÇÃO                                          ","C"
"2317-3793","REVISTA DIÁLOGOS INTERDISCIPLINARES","EDUCAÇÃO                                          ","C"
"2359-5051","REVISTA DIÁLOGOS INTERDISCIPLINARES - GEPFIP","EDUCAÇÃO                                          ","C"
"1983-6031","REVISTA DO ARQUIVO GERAL DA CIDADE DO RIO DE JANEIRO","EDUCAÇÃO                                          ","C"
"1982-4769","REVISTA DO ARQUIVO HISTÓRICO DE JOINVILLE","EDUCAÇÃO                                          ","C"
"0034-9216","REVISTA DO ARQUIVO MUNICIPAL (SÃO PAULO)","EDUCAÇÃO                                          ","C"
"0104-8368","REVISTA DO ARQUIVO PUBLICO MINEIRO","EDUCAÇÃO                                          ","B2"
"2177-9325","REVISTA DO CFCH","EDUCAÇÃO                                          ","B5"
"2177-9325","REVISTA DO CFCH (CENTRO DE FILOSOFIA E CIÊNCIAS HUMANAS DA UFRJ)","EDUCAÇÃO                                          ","B5"
"2236-2878","REVISTA DO DEPARTAMENTO DE GEOGRAFIA","EDUCAÇÃO                                          ","B5"
"2317-3815","REVISTA DO EDICC","EDUCAÇÃO                                          ","C"
"1984-591X","REVISTA DO GEL","EDUCAÇÃO                                          ","C"
"1984-591X","REVISTA DO GEL","EDUCAÇÃO                                          ","C"
"1517-7874","REVISTA DO GELNE","EDUCAÇÃO                                          ","B5"
"2236-0883","REVISTA DO GELNE","EDUCAÇÃO                                          ","B5"
"2359-0017","REVISTA DO INSTITUTO DE CIÊNCIAS HUMANAS","EDUCAÇÃO                                          ","C"
"2316-901X","REVISTA DO INSTITUTO DE ESTUDOS BRASILEIROS","EDUCAÇÃO                                          ","A2"
"2316-901X","REVISTA DO INSTITUTO DE ESTUDOS BRASILEIROS","EDUCAÇÃO                                          ","A2"
"2237-9657","REVISTA DO INSTITUTO GEOGEBRA INTERNACIONAL DE SÃO PAULO (IGISP)","EDUCAÇÃO                                          ","B5"
"0101-4366","REVISTA DO INSTITUTO HISTÓRICO E GEOGRAPHICO BRAZILEIRO","EDUCAÇÃO                                          ","B1"
"0101-4366","REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO BRASILEIRO","EDUCAÇÃO                                          ","B1"
"1677-0897","REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DE MATO GROSSO","EDUCAÇÃO                                          ","C"
"1981-7347","REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DE SERGIPE","EDUCAÇÃO                                          ","C"
"2359-5973","REVISTA DO LHISTE","EDUCAÇÃO                                          ","C"
"2317-9082","REVISTA DO MESTRADO PROFISSIONAL GESTÃO EM ORGANIZAÇÕES APRENDENTES","EDUCAÇÃO                                          ","C"
"2359-3660","REVISTA DO MINISTÉRIO PÚBLICO DO TRABALHO EM SÃO PAULO, 2ª REGIÃO","EDUCAÇÃO                                          ","C"
"2317-1332","REVISTA DO NESEF","EDUCAÇÃO                                          ","B5"
"2317-1332","REVISTA DO NESEF FILOSOFIA E ENSINO","EDUCAÇÃO                                          ","B5"
"2237-3365","REVISTA DO NÚCLEO DE ESTUDOS E PESQUISAS INTERDISCIPLINARES EM MUSICOTERAPIA","EDUCAÇÃO                                          ","C"
"1518-1839","REVISTA DO PROFESSOR (RIO PARDO)","EDUCAÇÃO                                          ","C"
"0102-4981","REVISTA DO PROFESSOR DE MATEMÁTICA","EDUCAÇÃO                                          ","B5"
"0034-9240","REVISTA DO SERVIÇO PÚBLICO","EDUCAÇÃO                                          ","C"
"0103-7978","REVISTA DO TRIBUNAL SUPERIOR DO TRABALHO","EDUCAÇÃO                                          ","C"
"2237-5864","REVISTA DOCÊNCIA DO ENSINO SUPERIOR","EDUCAÇÃO                                          ","B5"
"2237-5864","REVISTA DOCÊNCIA DO ENSINO SUPERIOR","EDUCAÇÃO                                          ","B5"
"1806-0013","REVISTA DOR","EDUCAÇÃO                                          ","B1"
"1809-3876","REVISTA E-CURRICULUM (PUCSP)","EDUCAÇÃO                                          ","A2"
"2182-7591","REVISTA E-PSI","EDUCAÇÃO                                          ","B5"
"2177-6288","REVISTA E-SCRITA: REVISTA DO CURSO DE LETRAS DA UNIABEU","EDUCAÇÃO                                          ","B3"
"1983-9278","REVISTA ECCOS - REVISTA CIENTÍFICA","EDUCAÇÃO                                          ","A2"
"0100-4956","REVISTA ECONÔMICA DO NORDESTE","EDUCAÇÃO                                          ","C"
"2316-2600","REVISTA ECOPOLÍTICA","EDUCAÇÃO                                          ","C"
"2237-1648","REVISTA ECS, EDUCAÇÃO, CULTURA E SOCIEDADE","EDUCAÇÃO                                          ","B5"
"2176-171X","REVISTA EDAPECI - EDUCAÇÃO A DISTÂNCIA E PRÁTICAS EDUCATIVAS COMUNICACIONAIS E INTERCULTURAIS","EDUCAÇÃO                                          ","B5"
"2176-171X","REVISTA EDAPECI: EDUCAÇÃO A DISTÂNCIA E PRÁTICAS EDUCATIVAS COMUNICACIONAIS E INTERCULTURAIS","EDUCAÇÃO                                          ","B5"
"2007-1930","REVISTA EDUC@RNOS","EDUCAÇÃO                                          ","C"
"0120-7164","REVISTA EDUCACIÓN Y CULTURA","EDUCAÇÃO                                          ","B3"
"2011-5318","REVISTA EDUCACIÓN Y DESARROLLO SOCIAL","EDUCAÇÃO                                          ","B5"
"1983-3423","REVISTA EDUCAMAZÔNIA - EDUCAÇÃO, SOCIEDADE E MEIO AMBIENTE","EDUCAÇÃO                                          ","B4"
"1983-3423","REVISTA EDUCAMAZÔNIA, EDUCAÇÃO, SOCIEDADE E MEIO AMBIENTE","EDUCAÇÃO                                          ","B4"
"1983-2664","REVISTA EDUCAONLINE","EDUCAÇÃO                                          ","B2"
"2178-5236","REVISTA EDUCATIVA","EDUCAÇÃO                                          ","B2"
"2177-2185","REVISTA EDUCAÇÃO","EDUCAÇÃO                                          ","C"
"2179-6122","REVISTA EDUCAÇÃO & TECNOLOGIA","EDUCAÇÃO                                          ","C"
"1516-280X","REVISTA EDUCAÇÃO & TECNOLOGIA (CURITIBA)","EDUCAÇÃO                                          ","C"
"1519-6194","REVISTA EDUCAÇÃO E CIDADANIA","EDUCAÇÃO                                          ","B5"
"2237-258X","REVISTA EDUCAÇÃO E FRONTEIRAS ON-LINE","EDUCAÇÃO                                          ","B2"
"2359-277X","REVISTA EDUCAÇÃO E LINGUAGEM","EDUCAÇÃO                                          ","B5"
"2238-6084","REVISTA EDUCAÇÃO E LINGUAGENS","EDUCAÇÃO                                          ","B3"
"2238-6084","REVISTA EDUCAÇÃO E LINGUAGENS","EDUCAÇÃO                                          ","B3"
"2238-8346","REVISTA EDUCAÇÃO E POLÍTICAS EM DEBATE","EDUCAÇÃO                                          ","B5"
"1808-3811","REVISTA EDUCAÇÃO E TECNOLOGIA (ARACRUZ. ONLINE)","EDUCAÇÃO                                          ","C"
"1981-1802","REVISTA EDUCAÇÃO EM QUESTÃO (ONLINE)","EDUCAÇÃO                                          ","A2"
"0102-7735","REVISTA EDUCAÇÃO EM QUESTÃO (UFRN. IMPRESSO)","EDUCAÇÃO                                          ","A2"
"2316-8919","REVISTA EDUCAÇÃO EM REDE: FORMAÇÃO E PRÁTICA DOCENTE","EDUCAÇÃO                                          ","B5"
"2316-8919","REVISTA EDUCAÇÃO EM REDE: FORMAÇÃO E PRÁTICA DOCENTE","EDUCAÇÃO                                          ","B5"
"1984-686X","REVISTA EDUCAÇÃO ESPECIAL","EDUCAÇÃO                                          ","A2"
